OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,Shape__Area,Shape__Length
371,Kennedy Road, ,Kennedy Road,25,Clare Hills,"-29,8113704772103","30,9798546858617",Northern,Ablution Facility Taps & 6 Standpipe,Ablution Facility,C&SW contractor,Yes,I0576,2060,B1/C,115814.159156322,2386.38638425384
372,Palmiet / Zone 2, ,Palmiet Road,23,Palmiet,"-29,8186586099612","30,9690995091618",Northern,1 Standpipe,Pit privies,C&SW contractor,Yes,I0580,160,B2,6992.38808631897,402.40654325149
373,Zone 1 Palmiet, ,Palmiet Road,23,Palmiet,"-29,8209167514523","30,9657879969392",Northern,Ablution Facility Taps & 1 Standpipe,Ablution facility & Pit privies,C&SW contractor,Yes,I0581,795,B2,30072.5675258636,1016.88701717772
374,L Section Palmiet, ,Palmiet Road,23,Palmiet / Sherwood,"-29,8211997970409","30,9636297292968",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0582,255,B2,7799.98707485199,762.071081036779
375,Hoffman Place, ,Hoffman Place,25,Springfield,"-29,8251977630417","30,9988401642309",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility & flush toilets,C&SW contractor,Planned,I0584,138,B2/C,4469.78790687025,423.782022496076
376,Coedmore, ,Unit Avenue,64,Seaview,"-29,9032145235612","30,9572565540001",Southern,TBC,TBC,C&SW contractor,Planned,I0801,90,B2,8673.87626075745,578.117277115011
377,Sirdar Road, ,Sirdar Road,32,Clairwood,"-29,9106413516964","30,9822630690669",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0803,93,B2,2965.63852643967,259.422675320814
378,Matlock Grove, ,Matlock Grove,31,Sparks,"-29,8276824889773","30,9798113781485",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0805,53,B2,2500.03365802765,205.233984446192
379,Ekuthuleni (Sea View),None,Solomon Mahlangu Highway,65,Seaview / Bellair,"-29,8930143213828","30,9673700863966",Southern,TBC,TBC,C&SW contractor,Planned,I0810,25,B2,3122.69708919525,261.44454054273
380,Kenville Village (NCP), ,Sea Cow Lake Rd,34,Briardene,"-29,8078060460304","31,0090720156603",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0820,142,B2,7772.38787317276,470.87255097204
381,Sir Kumar Reddi Rd, ,Sir Kumar Reddi Road,32,Clairwood,"-29,9166929466761","30,9825133986308",Southern,TBC,TBC,C&SW contractor,Planned,I0828,61,B2,2011.03978347778,225.536215189168
382,Ratcliffe Drive, ,Ratcliffe Drive,65,Bellair,"-29,8854183527828","30,958166724",Southern,1 Standpipe,TBC,C&SW contractor,Planned,I0835,8,B2,1334.7088136673,236.395026321971
383,Emgodini, ,Daffodil Place,36,Umgeni Park,"-29,8050974970117","31,0145906940002",Northern,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Yes,I0063,174,B1,6743.52532863617,645.52911915499
384,Sastri Road Settlement, ,Sastri,32,Clairwood,"-29,9133372483584","30,980377467934",Southern,TBC,TBC,C&SW contractor,TBC,I0849,35,B2,1078.77983474731,133.440478560406
385,Cherry Road Settlement,New York,Cherry,32,Clairwood,"-29,9146558101352","30,9823915933243",Southern,TBC,TBC,C&SW contractor,TBC,I0850,50,B2,2133.94983577728,200.033204144794
386,Burnwood Road overspill, ,Burnwood / Candover Roads,25,Clare Hills / Springfield,"-29,8181429631013","30,986054087858",Northern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0854,1404,B2,89113.785939455,2827.70629976507
387,Cato Crest Greenland,Greenlands,Vusi Mzimela Road,30,Cato Crest / Cato Crest - Open Space,"-29,8576194708854","30,9706432185002",Southern,"Ablution Facility Taps, Standpipes & Ground water tank",Ablution facility & Pit Privies,C&SW contractor,Planned,I0031,302,B1/C,12987.2655267715,722.665065562348
388,Dalton Settlement, ,Cnr Dalton and Sydney Road,32,Congella,"-29,8671597397625","31,0047165606388",Southern,TBC,TBC,C&SW contractor,TBC,I0860,97,B2,2035.03322291374,192.787286112423
389,Georgehill road, ,Georgehill Road,31,Sparks,"-29,8295820198437","30,9829852863082",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,TBC,I0079,61,B1,2774.95740747452,285.365677003213
390,Fremantle road, ,Fremantle Road,65,Mount Vernon,"-29,8949099408902","30,9328800642296",Southern,Illegal Connection,Pit Privies,C&SW contractor,No,I0879,42,B2,2159.6205368042,227.786712921596
391,Cato crest Blinkbonnie Road,"Blinkbonnie Rd, Cato manor",Blinkbonnie Road,30,Bonela,"-29,8458589902937","30,9709526643114",Southern,TBC,TBC,C&SW contractor,TBC,I0881,700,B2,85317.8060207367,1921.36193956539
392,Cato crest (King Cetshwayo HWY),"Almakad Hospital, Cato Manor",King Cetshwayo HWY,30,Bonela,"-29,841261784618","30,9758521548519",Southern,TBC,TBC,C&SW contractor,TBC,I0882,50,C,5285.77663755417,570.425901072981
393,Esontweni,Bellair Fellowship Church,Grace Place,65,Bellair,"-29,8819066594074","30,9603073319862",Southern,1 Standpipe,TBC,C&SW contractor,Planned,I0811,13,B2,1005.82706832886,168.196450298459
394,Pemilton Avenue/ Ekuthuleni, ,Pemilton Avenue,23,Reservoir Hills,"-29,7880822634148","30,9348089286631",Western,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Planned,I0594,81,C,8838.34662437439,1011.93558641889
395,Shannon Drive/Emsahweni, ,Shannon Drive,23,Reservoir Hills,"-29,7940185065799","30,9363953646847",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0595,309,B2,12991.1858139038,846.80388357983
396,Pridley Park / Croft, ,Croft Crescent,23,Reservoir Hills,"-29,803922145684","30,9314824472071",Western,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,Yes,I0596,94,B2,3712.2123336792,356.502970498995
397,Umgudulu,None,Umgudulu Road / M19,23,University of Durban Westville,"-29,8123688855075","30,9460948155001",Western,Ablution Facility Taps & 2 Standpipe,Ablution facility & Pit Privies,C&SW contractor,Planned,I0598,414,C,29098.8177804947,1164.34800944403
398,New Germany Road,None,New Germany Road,23,Reservoir Hills,"-29,8013199864558","30,9647993786625",Western,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0602,673,B2,30598.2982711792,1120.01680864177
399,Queensburgh / Huntley Road, ,Huntley Road,63,Malvern,"-29,8756227610506","30,9322942372501",Western,TBC,TBC,C&SW contractor,Planned,I0603,123,B2,34795.4888191223,1859.90408846213
400,Umbilo River Valley,Ngcangcayi,Scott's Place,24,Dawncliffe,"-29,8605994670758","30,9027146404752",Western,TBC,Pit Privies,C&SW contractor,Planned,I0604,16,C,3276.19395637512,328.847828415217
401,Dunstan Garden/ Senzokuhle, ,North of M19,23,Reservoir Hills,"-29,8129293163599","30,9371041003383",Western,Standpipes,Pit Privies,C&SW contractor,Planned,I0706,98,B2,5911.20446586609,572.71808960051
402,Paradise Valley, ,N3 / Eden Road,18,Sarnia,"-29,8344401619482","30,8828885216435",Western,TBC,TBC,C&SW contractor,Planned,I0830,13,C,1281.77422332764,148.172383367968
403,Malvern / Main Road, ,Main Road / Lawson Place / First Avenue,63,Malvern,"-29,8778443142334","30,9170670721879",Western,TBC,TBC,C&SW contractor,TBC,I0916,25,B1/B2,16980.5816631317,697.039876382112
404,Mississippi (Amanzimyama Stream),Amanzimnyama River,Inkosi Albert Luthuli Freeway / Amanzimnyaa Stream,32,Clairwood,"-29,9200964103073","30,9799894605001",Southern,TBC,TBC,C&SW contractor,Planned,I0839,54,C,1604.12003278732,426.612093019978
405,Dayal Road Informal, ,Dayal road,32,Clairwood,"-29,9172818913049","30,984386959097",Southern,1 standPipe,1 Flushtoilet,C&SW contractor,TBC,I0918,36,C,981.659707069397,147.139653060773
406,Ridgeview informal, ,121515 str,24,Ridgeview,"-29,8770442063924","30,9470324645001",Southern,TBC,TBC,C&SW contractor,TBC,I0898,5,B2,119.508850097656,79.9291373538642
407,Electron Road, ,Electron Road,25,Springfield,"-29,816729435332","30,991421229708",Northern,TBC,TBC,C&SW contractor,Planned,I0857,23,B2,1386.80585885048,244.034249576121
408,Ratcliffe Drive Ext, ,Ratcliffe Drive,65,Bellair,"-29,8865829438548","30,9562209625001",Southern,Standpipe,Pit latrine,C&SW contractor,TBC,I0899,17,B1,2471.68001651764,387.124799977512
409,Umhlathuzana Rd, ,Seaward Road,64,Seaview / Coedmore,"-29,9064267653518","30,9673920245349",Southern,Standpipe,TBC,C&SW contractor,Planned,I0802,35,B2/C,3694.98819541931,498.324919123701
410,Ezikrebheni / Umgeni Flood plain,Umgeni River Flood plain,Clare road,25,Sparks,"-29,8045275268607","30,9772236794211",Western,TBC,VIP & Pit Privies,C&SW contractor,Planned,I0819,154,B2,8697.46763467789,691.90434884385
411,KwaDukuza,Ekuthuleni (KwaDukuza 1),Solomon Mahlangu Highway,65,Bellair,"-29,8878975960635","30,9648972890001",Southern,TBC,TBC,C&SW contractor,Planned,I0709,60,C,6860.76094913483,824.597151412555
412,Foreman Road Ext, ,Foreman Road,25,Clare Hills,"-29,8260303190154","30,9739392125001",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned?,I0873,1000,B2,47849.8648176193,2897.06897063018
413,Ensimbini 2 (Overspill),Nsimbini Overspill,Putney PL / Nubian Ave,29,Wiggins - Dunbar,"-29,8564991089917","30,9529315193385",Southern,TBC,TBC,C&SW contractor,Planned,I0578,1169,B2/C,42911.0037498474,2638.62223410998
414,Quarry Road West, ,Quarry West Road,23,Palmiet,"-29,8037108876248","30,9677280923972",Northern,Ablution Facility Taps & 2 Standpipe,Ablution Facility & VIP,C&SW contractor,Planned,I0708,739,B2/C,28491.2906322479,2081.41551310176
415,Jamaica Overspill, ,uthando pl / bhubesi rd,24,Chesterville,"-29,8554869100586","30,941484342627",Southern,TBC,TBC,C&SW contractor,TBC,I0877,640,C,36525.7943382263,1728.78404237386
416,Puntans Hill,Silverwillow,Ramnaidoo Road / Quarry Road,25/27,Springfield / Morningside,"-29,8155567120444","31,0082821020001",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0184,843,B1,52287.615614295,1815.92544975861
417,Banana City, ,Westdene Terrace,23,University of Durban-Westville,"-29,8164427758502","30,9542055129088",Northern,"Ablution facility taps, Varsity water & Standpipes",Ablution facility & Pit Privies,C&SW contractor,Yes,I0021,524,B1,47039.7263507843,1452.84682686625
418,Rainbow Ridge, ,Chiltern Drive / Palmiet Street,23,Palmiet,"-29,8175457434025","30,9601437075551",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0165,813,B1,91250.8154916763,2493.06127285984
419,Old & New Dunbar (Wiggins) Overspill, ,New Dunbar Road / Hlelabar Grove,29/30,Wiggins - Dunbar,"-29,8518716175863","30,9679515112864",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0154,2664,B1,109296.54219532,8726.57491643539
420,Cascades, ,Hans Dettman Highway,17,St Wendolins,"-29,8696294491891","30,8719045710001",Western,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Planned,I0600,30,B2,2143.19325256348,569.259031681159
421,Dassenhoek - Block A (Mansenseni),Mansenseni,MR559 Route,14,Dassenhoek,"-29,8384094812989","30,780014597549",Western,Standpipes,Planned Ablution Block,C&SW contractor,Yes,I0042,1772,B1,1234239.82693481,7827.76677632359
422,KwaMajozi, ,Hansdettman Highway,17,St Wendolins,"-29,8692973831524","30,8707783638635",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Planned,I0601,31,B2,1565.55360412598,379.117842291627
423,Sandton phase 3 (KwaLinda), ,Mpangele Drive,12,KwaNdengezi,"-29,8417627776637","30,7764084185625",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit privies,C&SW contractor,Planned,I0178,325,B1,172712.586425781,3810.88328932873
424,Klaarwater Camp,Klaarwater Station,Wiltshire Road,63,AMT Industrial,"-29,8602784364542","30,8608795916082",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0509,234,B2,37725.1403961182,1160.61443135374
425,Umlazi - K - K7\AA Lusaka,K7\AA Lusaka,Nyathi Road / Vela Avenue,84,Umlazi - K,"-29,9621230655596","30,8441730214429",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0273,394,B1,55435.9812927246,2436.87792083978
426,Umlazi - J - J13,J13,Esipokini Road / Pigogo Road / Zihlahla Road,78,Umlazi - J,"-29,9540538618695","30,8570970196019",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0260,263,B1,23959.6407432556,937.847997253627
427,Umlazi - K - K1,K1,Griffiths Mxenge Highway / Josiah Dlamini Road / Phumula Rd,84,Umlazi - K,"-29,960192629484","30,8481215934333",Southern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0274,89,B1,8224.23965454102,1250.76406195136
428,Umlazi - K - K2,K2,Griffiths Mxenge Highway / Josiah Dlamini Road / Mabele Rd,84/78,Umlazi - K,"-29,9613138436083","30,8512497200001",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0278,265,B1/A,28142.5105705261,1984.68781672692
429,Umlazi - K - K15,K15,Griffiths Mxenge Highway,78,Umlazi - K,"-29,96111525477","30,8535975565001",Southern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0276,100,B1,11202.0278663635,859.489364985022
430,Umlazi - J - J17,J17,Mbalane Road,78,Umlazi - J,"-29,9399326361594","30,8605399312268",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0262,137,B1,14600.195274353,1342.66667477823
431,Umlazi - J - J7,J7,Bhasini Road,78,Umlazi - J,"-29,9461795186523","30,862726504996",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0265,131,B1,13988.2608909607,659.053265080441
432,Umlazi - J - JX5,JX5,Zihlahla Road / Bhasini Road,78,Umlazi - J,"-29,9466638068458","30,8613455462502",Southern,Ablution Facility Taps & 5 Standpipe,Ablution Facility,C&SW contractor,Yes,I0269,82,B1,7505.67670059204,723.970824550448
433,Umlazi - J - J4,J4,Isidingo Road / Bekezela Avenue / Isiding Road,83,Umlazi - J,"-29,9512855031115","30,86099881575",Southern,Ablution Facility Taps & 4 Standpipe,Ablution Facility,C&SW contractor,Yes,I0264,833,B1,74162.22397995,2794.81292048504
434,Umlazi - J - JX4,JX4,Zihlahla Road,78,Umlazi - J,"-29,9527634498215","30,8591902472501",Southern,Ablution Facility Taps & 4 Standpipe,Ablution Facility,C&SW contractor,Yes,I0268,150,B1,12145.1538848877,794.174341969401
435,Umlazi - K - K1-3D,K1-3D,Thendele Avenue / Phumula Road,84,Umlazi - K,"-29,96188822074","30,8463953795001",Southern,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Yes,I0275,25,B1,1931.71408462524,342.727293080868
436,Umlazi - K - K5,K5,Mabele Road,84,Umlazi - K,"-29,9656640017809","30,8506861787433",Southern,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Planned,I0280,16,B1,720.742649078369,257.032094633823
437,Stockville Settlement, ,Stockville Road / Lehri Road,10,Stockville,"-29,8032713696455","30,8048108103981",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0194,461,B2,236459.554489136,5464.08109130886
438,KwaDlwembe, ,Dlwembe Road,7,Ntshongweni,"-29,8297236570897","30,6774358703996",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0103,321,B1,567450.170516968,10011.6358096463
439,KwaMbiza, ,D997,7,Ntshongweni,"-29,8539543920331","30,6854501722735",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0108,1914,B1,1460402.54951477,7495.84635492475
440,Ekwandeni, ,Sibisi Road,6/7/91,Mandlakazi & Mpumalanga East,"-29,8428905289626","30,6511978935002",Western,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,Yes_35 units planned,I0057,1944,B1,1970158.31066132,11337.2418134363
441,Luthuli Area, ,ZD615 Road,7,Ntshongweni,"-29,8383130168733","30,6653788915002",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0117,652,B1,331868.750160217,6352.6950265587
442,Wathanga, ,D210 / ZD615 Road,7,Ntshongweni,"-29,8410180202961","30,6879059650001",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0366,2353,B1,1564936.71111298,21646.5367406471
443,Seventeen, ,ZD615 Road,7,Ntshongweni / Mandlakazi,"-29,8506632477076","30,6772938730001",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0182,1636,B1,1705242.02363586,9697.13758076997
444,Esikhelekehleni 1, ,D1004,4,Esikhelekehleni,"-29,7216168520672","30,6804245668731",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0068,3677,B1,6560963.79264832,18854.9604503861
445,Sthumba, ,D1004,1/4,Sithumba,"-29,682645355774","30,6988645845651",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0193,1725,B1,2088854.28617096,10139.2313686094
446,Rietvallei, ,65001 Street / 65026 Street,4,Fredville / Harrison,"-29,7101731787817","30,654072007549",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0174,1329,B1,756938.311058044,6839.8266266301
447,Sankotshe, ,MR430 / Meyiwa Main Road,5,Sankotshe / Georgedale,"-29,7970436625462","30,5880846292502",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0180,4058,B1,3713412.9024353,11386.9718191211
448,Georgedale, ,Mthoko Mkhize Road,5,Georgedale / Camperdown Rural,"-29,7943965115998","30,6120064408854",Western,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0078,4581,B1,2425502.51359558,10655.7645186401
449,Mophela, ,MR430,5,Mophela,"-29,8203682541065","30,5856855380655",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0134,3323,B1,4398380.66880798,13851.1672820528
450,Bucks Farm (Riverdale), ,Cliffdale Road,103,Bux Farm,"-29,8111908745956","30,6920412630643",Western,Communal Tanks,Pit Privies,C&SW contractor,TBC,I0027,1207,B1,996030.353004456,5758.29456881559
451,Cliffdale Highway (Kwa Douglas),Cliffdale Douglas Station,Capital Hill Drive,103,Cliffdale,"-29,7734959080663","30,6888841107059",Western,Standpipes,Pit Privies,C&SW contractor,TBC,I0034,178,B1,51565.6117324829,1125.36393438961
452,Lubex Road/Ezitendeni, ,Lubex Road,7/97,Mpumalanga-East,"-29,8091714159312","30,6598890507234",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0115,1049,B1,388863.566490173,6674.12065916857
453,Kontinga,Salem phase 1,MR46,7,Salem Community,"-29,850535462009","30,7410442736149",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0098,570,B1,447503.973831177,4463.99202902136
454,Esivivaneni, ,ZD615 Road,7,Mpumalanga-East / Ntshongweni / Mandlakazi,"-29,8348830386413","30,661733569022",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0070,84,B1,65872.7869949341,4440.74114817943
455,Welbedacht East, ,Welbedacht Road,77/72,Welbedacht,"-29,91507952174","30,855448547306",Southern,8 Standpipe,Ablution facilities & Pit Privies,C&SW contractor,Planned,I0367,1177,B1,416072.303333282,6643.51820720249
456,Rockdale (Ndengezi Informal), ,Ndonsa Road/ Makhathini Drive,12,KwaNdengezi,"-29,8523313233337","30,7634419455543",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit privies,C&SW contractor,Yes,I0176,1264,B1,548975.208831787,7876.84511746773
457,Pumphouse, ,Higginson Highway,72,Welbedacht,"-29,9007603066412","30,8542312502545",Southern,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0162,379,B1,57923.3158531189,2271.04605629037
458,Umlazi - BB - BB 868,BB 868,Maphitha Close,84,Umlazi - BB,"-29,9762521467305","30,8507332625393",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0220,233,B1,66358.3197288513,2231.2368908252
459,St Wendolins Ridge, ,St. Wendolins Road,16/17,St Wendolins,"-29,8727879085494","30,840261817854",Western,Ablution Facility Taps & Individual connections,Ablution Facility,C&SW contractor,Yes,I0192,807,B1,274886.604679108,4927.42356094193
460,Motala heights 2, ,Motala Road,15,Motala Heights,"-29,8111430762898","30,831363149008",Western,Ablution Facility Taps,Ablution Facilty,C&SW contractor,Yes,I0136,40,B1,19610.0555076599,766.55010360978
461,Burlington station Overspill, ,Street No. 38203,65,Burlington,"-29,8866121569852","30,8955389047488",Western,Ablution Facility Taps,Ablution Facilty,C&SW contractor,Yes,I0834,143,B2,6795.21752929688,755.505395879354
462,Burlington Station/ White City, ,Burlington Road,65,Burlington,"-29,8870014999538","30,9008874705001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0837,212,B2,9363.12487411499,1574.79898691608
463,Emalangeni, ,Sibisi Road,7/91/6,Mpumalanga East / Mandlakazi,"-29,830239429344","30,660689985552",Western,Ablution Facility Taps and Ground water tank,Ablution Facility,C&SW contractor,Yes,I0059,1398,B1,589859.291419983,6149.35228007533
464,Eqgumeni, ,Sibisi Road/ 645 Street,91,Mpumalanga-East,"-29,8148969876358","30,6499030236746",Western,Standpipes,Pit Latrine,C&SW contractor,Planned,I0067,207,B1,90058.1033172607,1789.7691841984
465,Madiba (Bottlebrush), ,Shallcross Road / Lichen Road / Papaver Place,71,Bottlebrush / Shallcross / Crossmoor / Woodhurst,"-29,8992772619349","30,8732928477715",Southern,"Ablution Facility Taps, Standpipes & Low pressure tanks",Ablution Facility,C&SW contractor,Yes,I0118,1915,B1,194831.9311409,3435.27014756214
466,Madiba (Bottlebrush) Overspill, ,Shallcross Road / Lichen Road / Papaver Place,71,Bottlebrush / Shallcross / Crossmoor / Woodhurst,"-29,9041164064984","30,8811340792501",Southern,"Ablution Facility taps, Standpipes & Low pressure tanks",Ablution Facility,C&SW contractor,Planned,I0852,3996,C,293066.76020813,7306.76466145367
467,Umlazi - J - JX3 / JX7,JX3 / JX7,Dloko Road / Mbalane Road / Esipokini Road,78,Umlazi - J,"-29,9456474145878","30,85911487",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0267,199,A,32308.5443496704,2205.37912028777
468,Intake Rd, ,Intake Road,72/100/13,Demat,"-29,8946972920835","30,8094118733671",Western,TBC,TBC,C&SW contractor,Yes,I0089,2085,B1,640780.68775177,5581.3876355785
469,Mpumulanga (substation), ,Mthoko Mkhize Dr,4,Hammarsdale - Sterkspruit,"-29,7955304424302","30,6514965915303",Western,Standpipe,Pit Privies,C&SW contractor,TBC,I0892,55,B2,29255.5421676636,1165.4881149848
470,Motala farm 2, ,Allagappa Road,15,Motola Heights,"-29,8076253147482","30,8277219294583",Western,TBC,TBC,C&SW contractor,TBC,I0903,80,B2,27397.5161590576,1066.8384758285
471,Dassenhoek 5, ,Thornwood Road,13,Madiba Valley,"-29,8649464691617","30,8091609255641",Western,TBC,TBC,C&SW contractor,TBC,I0906,84,B1,26309.035446167,1612.24312891187
472,Damede 3, ,Higginson Highway,17,Savannah Park,"-30,1923482422831","30,7448628250001",Western,Standpipe,VIP Toilets,C&SW contractor,TBC,I0909,46,B2,3698.0345993042,381.568685760912
473,Ekuthuleni (Naicker Road), ,Track 38223 / Hans Dettman Highway,17,St Wendolins,"-29,8690791796952","30,8737758775817",Western,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,Yes,I0599,43,B2,3491.68761062622,474.578862711876
474,Phase 5, ,Hansdettman Highway,63,AMT Industrial,"-29,8656924628438","30,8720203654179",Western,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Planned,I0593,176,C,30152.3884811401,1504.69666246546
475,Katshi, ,Demat Road / Intake Road,72,Demat,"-29,9042001539678","30,8207302900001",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0096,1563,B1,901832.836105347,11999.9003572452
476,Demat (Damede),Damede,Demat Road,72,Demat,"-29,8955235269443","30,8369373925001",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0049,2583,B1,833399.756744385,7251.81408835083
477,Progress Place (1 of 3),Bottlebrush,Demat Road / 200382 Street,72,Demat,"-29,9026105096045","30,8352867394588",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0159,1951,B1,501271.547969818,5913.9850523552
478,Progress Place (3 of 3),Bottlebrush,Demat Road / 200382 Street,72,Demat,"-29,9026105096045","30,8352867394588",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0159,552,B1,36462.4639778137,1220.35719360715
479,Progress Place (2 of 3),Bottlebrush,Demat Road / 200382 Street,72,Demat,"-29,9026105096045","30,8352867394588",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0159,1008,B1,159830.427875519,3605.26740628488
480,Progress Place Ext, ,Demat,72,Demat,"-29,9043906584673","30,8430421349548",Western,TBC,TBC,C&SW contractor,TBC,I0160,905,B1,237141.280666351,3741.79531974569
481,Lusaka Training College,Tanzania / Traning College,Rainbow Circle / Moorton Drive / Silvermount Circle,72,Welbedacht,"-29,9071419005948","30,8536919892501",Southern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0800,1031,B2,84751.3871574402,3850.81480937233
482,Damede 2 (2 of 3),KwamaDlamini,200267 Street / Higginson Highway,17,Savannah Park,"-29,8970011086046","30,8533813775002",Western,Standpipe,TBC,C&SW contractor,Planned,I0040,60,B1,4839.99209976196,368.714899689056
483,Higginson Highway, ,Higginson Highway,72,Welbedacht,"-29,9028425148443","30,8548396887066",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0087,351,B1,46924.8286056519,1252.43608716814
484,R.K Khan, ,101 R K Khan,73,Croftdene,"-29,9131449082946","30,8876979480286",Southern,TBC,TBC,C&SW contractor,TBC,I0577,15,B2,585.213066101074,123.204524189689
485,Crossmoor Road, ,Crossmoor Road,71,Chatsworth,"-29,8964516258765","30,8661680532501",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0038,266,B1,27852.5960197449,1108.64165531494
486,Umlazi - J - J16,J16,Bhasini Road / King Dingane Road,78,Umlazi - J,"-29,9480119568507","30,8642607897962",Southern,5 Standpipe,VIPs,C&SW contractor,Yes,I0261,138,A,14433.8390464783,1489.55843991652
487,Umlazi - CC - CC Esidweni,CC (Esidweni),South Spinal Road,84/74,Umlazi - CC / Umlazi - K Ext / Umlazi - AA / Umlazi - BB,"-29,971938065816","30,8335178497501",Southern,Standpipes,Pit Privies,C&SW contractor,Yes,I0224,3412,B1,1323499.98782349,11564.0748845901
488,Umlazi - H - HX5,HX5,Lucky Street,79,Umlazi - H,"-29,9458253453744","30,8680396425001",Southern,TBC,VIPs,C&SW contractor,Yes,I0255,115,A,8425.94596481323,1143.35741047441
489,Zion, ,Shallcross Road,70/71,Shallcross,"-29,9015023230496","30,883162896588",Western,TBC,TBC,C&SW contractor,Planned,I0589,48,C,5513.31505203247,475.299534651288
490,Ekuthuleni (Shallcross), ,Chiltern Road,63,Shallcross,"-29,8797131981997","30,8783959697438",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0590,187,B2,43232.6047286987,1471.08130098269
